repository,package,total_commits,total_added,total_removed,total_churn,total_files,avg_churn_per_commit
camel,org.apache.camel.component.javaspace,28,1514,962,2476,18,88.42857142857143
camel,org.apache.camel.component.apns,60,1598,878,2476,11,41.266666666666666
camel,org.apache.camel.component.openstack.glance,46,1688,788,2476,8,53.82608695652174
camel,test.java.org.apache.camel.component.infinispan,6,0,2466,2466,19,411.0
camel,org.apache.camel.component.jackson.springboot,50,1225,1225,2450,6,49.0
camel,org.apache.camel.component.gson.springboot,52,1222,1222,2444,6,47.0
camel,org.apache.camel.component.krati,28,1472,967,2439,15,87.10714285714286
camel,org.apache.camel.component.crypto.cms.sig,17,1218,1218,2436,8,143.2941176470588
camel,org.apache.camel.dataformat.thrift.generated,11,1627,809,2436,2,221.45454545454547
camel,org.apache.camel.runtimecatalog.impl,36,1341,1089,2430,27,67.5
camel,org.apache.camel.component.xslt.saxon,53,1985,441,2426,16,45.77358490566038
camel,org.apache.camel.component.disruptor.vm,34,2007,419,2426,23,71.3529411764706
camel,org.apache.camel.component.netty.http.handlers,83,1249,1175,2424,6,29.204819277108435
camel,org.apache.camel.processor.idempotent.jdbc,53,1948,475,2423,10,45.716981132075475
camel,org.apache.camel.component.github,70,1867,555,2422,14,34.6
camel,org.apache.camel.component.reactive.streams.engine,53,1942,471,2413,10,45.528301886792455
camel,test.java.org.apache.camel.component.rabbitmq.integration,2,0,2410,2410,19,1205.0
camel,org.apache.camel.component.http4.helper,46,1214,1188,2402,15,52.21739130434783
camel,org.apache.camel.component.mongodb.integration,27,1642,759,2401,24,88.92592592592592
camel,test.java.org.apache.camel.itest.osgi.blueprint,2,0,2399,2399,30,1199.5
camel,org.apache.camel.component,77,1595,803,2398,18,31.142857142857142
camel,org.apache.camel.component.kubernetes.hpa,63,1626,765,2391,7,37.95238095238095
camel,test.java.org.apache.camel.spring.boot,3,0,2388,2388,25,796.0
camel,org.apache.camel.spring.boot.cloud,29,1233,1154,2387,15,82.3103448275862
camel,org.apache.camel.component.cxf.jaxrs.testbean,34,2060,319,2379,34,69.97058823529412
camel,org.apache.camel.component.kudu,44,2027,342,2369,15,53.84090909090909
camel,test.java.org.apache.camel.component.google.drive,3,0,2367,2367,23,789.0
camel,org.apache.camel.component.rest.springboot,31,1181,1181,2362,11,76.19354838709677
camel,org.apache.camel.component.milo.call,17,2012,350,2362,6,138.94117647058823
camel,$packageName,22,1684,673,2357,12,107.13636363636364
camel,org.apache.camel.component.aws2.cw,82,1565,791,2356,36,28.73170731707317
camel,org.apache.camel.component.reactor.engine,35,1921,435,2356,9,67.31428571428572
camel,org.apache.camel.websocket.jsr356,49,1025,1330,2355,17,48.06122448979592
camel,org.apache.camel.component.undertow.handlers,37,1848,506,2354,11,63.62162162162162
camel,org.apache.camel.component.controlbus,95,1826,521,2347,23,24.705263157894738
camel,org.apache.camel.component.zookeepermaster.group.internal,32,2067,267,2334,17,72.9375
camel,org.apache.camel.component.gae.http,41,1596,732,2328,17,56.78048780487805
camel,org.apache.camel.component.azure.storage.datalake.operations,13,1791,531,2322,16,178.6153846153846
camel,org.apache.camel.processor.resume.kafka,39,1580,741,2321,7,59.51282051282051
camel,org.apache.camel.processor.aggregate.zipfile,49,1843,478,2321,11,47.36734693877551
camel,org.apache.camel.component.openstack.cinder,44,1576,741,2317,9,52.65909090909091
camel,org.apache.camel.component.google.mail.internal,20,1930,384,2314,22,115.7
camel,org.apache.camel.support.task,29,2016,295,2311,16,79.6896551724138
camel,test.java.org.apache.camel.component.aws.ddb,2,0,2308,2308,29,1154.0
camel,org.apache.camel.component.scheduler,80,1753,552,2305,24,28.8125
camel,org.apache.camel.component.netty4.http.rest,34,2140,160,2300,56,67.6470588235294
camel,org.apache.camel.component.rabbitmq.integration,31,1464,836,2300,36,74.19354838709677
camel,org.apache.camel.component.influxdb,71,1797,501,2298,16,32.36619718309859
camel,org.apache.camel.component.etcd3.processor.aggregate,15,1189,1102,2291,2,152.73333333333332
camel,org.apache.camel.component.chronicle.engine,22,1258,1028,2286,11,103.9090909090909
camel,org.apache.camel.component.aws.secretsmanager.integration,54,2032,253,2285,21,42.31481481481482
camel,org.apache.camel.component.sjms2,56,1556,722,2278,11,40.67857142857143
camel,org.apache.camel.component.aws2.transcribe,3,2271,4,2275,14,758.3333333333334
camel,org.apache.camel.component.git,82,1690,583,2273,12,27.71951219512195
camel,test.java.org.apache.camel.component.mllp,4,0,2265,2265,14,566.25
camel,org.apache.camel.component.atmos,60,1345,920,2265,8,37.75
camel,org.apache.camel.component.telegram.service,34,1598,666,2264,7,66.58823529411765
camel,org.apache.camel.oauth,6,2068,196,2264,26,377.3333333333333
camel,org.apache.camel.converter.jaxb.springboot,33,1132,1132,2264,6,68.60606060606061
camel,test.java.org.apache.camel.itest.jmh,2,0,2263,2263,20,1131.5
camel,org.apache.camel.component.kestrel,33,1313,948,2261,10,68.51515151515152
camel,org.apache.camel.component.opensearch,13,2102,154,2256,12,173.53846153846155
camel,org.apache.camel.component.chunk,57,1835,419,2254,17,39.54385964912281
camel,org.apache.camel.component.github.producer,41,1955,293,2248,16,54.829268292682926
camel,org.apache.camel.processor.cache,28,1290,956,2246,7,80.21428571428571
camel,org.apache.camel.component.scp,96,1481,765,2246,14,23.395833333333332
camel,org.apache.camel.dsl.modeline,19,1384,859,2243,15,118.05263157894737
camel,org.apache.camel.bam.model,38,1146,1089,2235,16,58.81578947368421
camel,org.apache.camel.micrometer.observability,7,2184,50,2234,19,319.14285714285717
camel,test.java.org.apache.camel.component.microprofile.metrics,2,0,2234,2234,26,1117.0
camel,org.apache.camel.component.google.sheets.server,8,1931,297,2228,6,278.5
camel,org.apache.camel.component.olingo4.api.impl,33,1728,498,2226,3,67.45454545454545
camel,org.apache.camel.component.pgevent,71,1606,619,2225,10,31.338028169014084
camel,generated.java.org.apache.camel.component.google.calendar,1,0,2223,2223,20,2223.0
camel,org.apache.camel.telemetrydev,6,2200,13,2213,19,368.8333333333333
camel,org.apache.camel.component.spring.ws.bean,28,1509,703,2212,6,79.0
camel,org.apache.camel.component.huaweicloud.dms.models,6,2204,5,2209,14,368.1666666666667
camel,org.apache.camel.component.pqc.lifecycle,4,2202,5,2207,6,551.75
camel,org.apache.camel.component.twitter.timeline,54,1498,709,2207,16,40.870370370370374
camel,org.apache.camel.component.knative,26,2063,142,2205,13,84.8076923076923
camel,org.apache.camel.test.main.junit5,21,2014,191,2205,17,105.0
camel,org.apache.camel.groovy.extend,6,1098,1098,2196,10,366.0
camel,org.apache.camel.component.dropbox,73,1544,650,2194,9,30.054794520547944
camel,org.apache.camel.test.infra.activemq.services,16,1809,382,2191,10,136.9375
